case,activity,timestamp
18,Blend Tank,2024-01-01 12:00:00
18,Anaerobic Digester,2024-01-01 13:00:00
18,Storage Tank,2024-01-01 14:00:00
18,Disposal to Landfill,2024-01-01 15:00:00
19,Coarse Screens,2024-01-01 08:00:00
19,Fine Screens,2024-01-01 09:00:00
19,Compacted Screenings,2024-01-01 10:00:00
19,Disposal to Landfill,2024-01-01 11:00:00
20,Coarse Screens,2024-01-01 08:00:00
20,Fine Screens,2024-01-01 09:00:00
20,Compacted Screenings,2024-01-01 10:00:00
20,Disposal to Landfill,2024-01-01 11:00:00
21,Coarse Screens,2024-01-01 08:00:00
21,Fine Screens,2024-01-01 09:00:00
21,Compacted Screenings,2024-01-01 10:00:00
21,Disposal to Landfill,2024-01-01 11:00:00
22,Coarse Screens,2024-01-01 08:00:00
22,Fine Screens,2024-01-01 09:00:00
22,Primary Clarifiers,2024-01-01 10:00:00
22,Bio-reactor Tanks,2024-01-01 11:00:00
22,Final Clarifier,2024-01-01 12:00:00
22,Chlorine Contact Basin,2024-01-01 13:00:00
22,Pond,2024-01-01 14:00:00
22,De-chlorination Pond,2024-01-01 15:00:00
22,Effluent Pumping Station,2024-01-01 16:00:00
23,Coarse Screens,2024-01-01 08:00:00
23,Fine Screens,2024-01-01 09:00:00
23,Primary Clarifiers,2024-01-01 10:00:00
23,Sludge Grinder,2024-01-01 11:00:00
23,Blend Tank,2024-01-01 12:00:00
23,Anaerobic Digester,2024-01-01 13:00:00
23,Storage Tank,2024-01-01 14:00:00
23,Disposal to Landfill,2024-01-01 15:00:00
24,Coarse Screens,2024-01-01 08:00:00
24,Fine Screens,2024-01-01 09:00:00
24,Compacted Screenings,2024-01-01 10:00:00
24,Disposal to Landfill,2024-01-01 11:00:00
25,Coarse Screens,2024-01-01 08:00:00
25,Fine Screens,2024-01-01 09:00:00
25,Primary Clarifiers,2024-01-01 10:00:00
25,Sludge Grinder,2024-01-01 11:00:00
25,Blend Tank,2024-01-01 12:00:00
25,Anaerobic Digester,2024-01-01 13:00:00
26,Coarse Screens,2024-01-01 08:00:00
26,Fine Screens,2024-01-01 09:00:00
26,Compacted Screenings,2024-01-01 10:00:00
26,Disposal to Landfill,2024-01-01 11:00:00
27,Coarse Screens,2024-01-01 08:00:00
27,Fine Screens,2024-01-01 09:00:00
27,Compacted Screenings,2024-01-01 10:00:00
27,Disposal to Landfill,2024-01-01 11:00:00
28,Coarse Screens,2024-01-01 08:00:00
28,Fine Screens,2024-01-01 09:00:00
28,Primary Clarifiers,2024-01-01 10:00:00
28,Sludge Grinder,2024-01-01 11:00:00
28,Blend Tank,2024-01-01 12:00:00
28,Anaerobic Digester,2024-01-01 13:00:00
28,Storage Tank,2024-01-01 14:00:00
28,Disposal to Landfill,2024-01-01 15:00:00
29,Coarse Screens,2024-01-01 08:00:00
29,Fine Screens,2024-01-01 09:00:00
29,Compacted Screenings,2024-01-01 10:00:00
29,Disposal to Landfill,2024-01-01 11:00:00
30,Coarse Screens,2024-01-01 08:00:00
30,Fine Screens,2024-01-01 09:00:00
30,Compacted Screenings,2024-01-01 10:00:00
30,Disposal to Landfill,2024-01-01 11:00:00
31,Coarse Screens,2024-01-01 08:00:00
31,Fine Screens,2024-01-01 09:00:00
31,Compacted Screenings,2024-01-01 10:00:00
31,Disposal to Landfill,2024-01-01 11:00:00
32,Coarse Screens,2024-01-01 08:00:00
32,Fine Screens,2024-01-01 09:00:00
32,Compacted Screenings,2024-01-01 10:00:00
32,Disposal to Landfill,2024-01-01 11:00:00
33,Coarse Screens,2024-01-01 08:00:00
33,Fine Screens,2024-01-01 09:00:00
33,Compacted Screenings,2024-01-01 10:00:00
33,Disposal to Landfill,2024-01-01 11:00:00
34,Coarse Screens,2024-01-01 08:00:00
34,Fine Screens,2024-01-01 09:00:00
34,Primary Clarifiers,2024-01-01 10:00:00
34,Bio-reactor Tanks,2024-01-01 11:00:00
34,Final Clarifier,2024-01-01 12:00:00
34,Chlorine Contact Basin,2024-01-01 13:00:00
34,Pond,2024-01-01 14:00:00
34,De-chlorination Pond,2024-01-01 15:00:00
34,Effluent Pumping Station,2024-01-01 16:00:00
35,Coarse Screens,2024-01-01 08:00:00
35,Fine Screens,2024-01-01 09:00:00
35,Compacted Screenings,2024-01-01 10:00:00
35,Disposal to Landfill,2024-01-01 11:00:00
36,Coarse Screens,2024-01-01 08:00:00
36,Fine Screens,2024-01-01 09:00:00
36,Compacted Screenings,2024-01-01 10:00:00
36,Disposal to Landfill,2024-01-01 11:00:00
37,Coarse Screens,2024-01-01 08:00:00
37,Fine Screens,2024-01-01 09:00:00
37,Compacted Screenings,2024-01-01 10:00:00
37,Disposal to Landfill,2024-01-01 11:00:00
38,Coarse Screens,2024-01-01 08:00:00
38,Fine Screens,2024-01-01 09:00:00
38,Primary Clarifiers,2024-01-01 10:00:00
38,Bio-reactor Tanks,2024-01-01 11:00:00
38,Wastewater Centrifuge De-watering Thickening,2024-01-01 12:00:00
38,Blend Tank,2024-01-01 13:00:00
38,Anaerobic Digester,2024-01-01 14:00:00
38,Storage Tank,2024-01-01 15:00:00
38,Disposal to Landfill,2024-01-01 16:00:00
39,Coarse Screens,2024-01-01 08:00:00
39,Fine Screens,2024-01-01 09:00:00
39,Primary Clarifiers,2024-01-01 10:00:00
39,Sludge Grinder,2024-01-01 11:00:00
39,Blend Tank,2024-01-01 12:00:00
39,Anaerobic Digester,2024-01-01 13:00:00
39,Storage Tank,2024-01-01 14:00:00
39,Disposal to Landfill,2024-01-01 15:00:00
40,Coarse Screens,2024-01-01 08:00:00
40,Fine Screens,2024-01-01 09:00:00
40,Primary Clarifiers,2024-01-01 10:00:00
40,Sludge Grinder,2024-01-01 11:00:00
40,Blend Tank,2024-01-01 12:00:00
40,Anaerobic Digester,2024-01-01 13:00:00
41,Coarse Screens,2024-01-01 08:00:00
41,Fine Screens,2024-01-01 09:00:00
41,Compacted Screenings,2024-01-01 10:00:00
41,Disposal to Landfill,2024-01-01 11:00:00
42,Coarse Screens,2024-01-01 08:00:00
42,Fine Screens,2024-01-01 09:00:00
42,Compacted Screenings,2024-01-01 10:00:00
42,Disposal to Landfill,2024-01-01 11:00:00
43,Coarse Screens,2024-01-01 08:00:00
43,Fine Screens,2024-01-01 09:00:00
43,Primary Clarifiers,2024-01-01 10:00:00
43,Bio-reactor Tanks,2024-01-01 11:00:00
43,Final Clarifier,2024-01-01 12:00:00
43,Chlorine Contact Basin,2024-01-01 13:00:00
43,Pond,2024-01-01 14:00:00
43,De-chlorination Pond,2024-01-01 15:00:00
43,Effluent Pumping Station,2024-01-01 16:00:00
44,Coarse Screens,2024-01-01 08:00:00
44,Fine Screens,2024-01-01 09:00:00
44,Primary Clarifiers,2024-01-01 10:00:00
44,Bio-reactor Tanks,2024-01-01 11:00:00
44,Final Clarifier,2024-01-01 12:00:00
44,Chlorine Contact Basin,2024-01-01 13:00:00
44,Pond,2024-01-01 14:00:00
44,De-chlorination Pond,2024-01-01 15:00:00
44,Effluent Pumping Station,2024-01-01 16:00:00
45,Coarse Screens,2024-01-01 08:00:00
45,Fine Screens,2024-01-01 09:00:00
45,Primary Clarifiers,2024-01-01 10:00:00
45,Bio-reactor Tanks,2024-01-01 11:00:00
45,Final Clarifier,2024-01-01 12:00:00
45,Chlorine Contact Basin,2024-01-01 13:00:00
45,Pond,2024-01-01 14:00:00
45,De-chlorination Pond,2024-01-01 15:00:00
45,Effluent Pumping Station,2024-01-01 16:00:00
46,Coarse Screens,2024-01-01 08:00:00
46,Fine Screens,2024-01-01 09:00:00
46,Primary Clarifiers,2024-01-01 10:00:00
46,Sludge Grinder,2024-01-01 11:00:00
46,Blend Tank,2024-01-01 12:00:00
46,Anaerobic Digester,2024-01-01 13:00:00
46,Storage Tank,2024-01-01 14:00:00
46,Disposal to Landfill,2024-01-01 15:00:00
47,Coarse Screens,2024-01-01 08:00:00
47,Fine Screens,2024-01-01 09:00:00
47,Compacted Screenings,2024-01-01 10:00:00
47,Disposal to Landfill,2024-01-01 11:00:00
48,Coarse Screens,2024-01-01 08:00:00
48,Fine Screens,2024-01-01 09:00:00
48,Compacted Screenings,2024-01-01 10:00:00
48,Disposal to Landfill,2024-01-01 11:00:00
49,Coarse Screens,2024-01-01 08:00:00
49,Fine Screens,2024-01-01 09:00:00
49,Primary Clarifiers,2024-01-01 10:00:00
49,Sludge Grinder,2024-01-01 11:00:00
49,Blend Tank,2024-01-01 12:00:00
49,Anaerobic Digester,2024-01-01 13:00:00
50,Coarse Screens,2024-01-01 08:00:00
50,Fine Screens,2024-01-01 09:00:00
50,Primary Clarifiers,2024-01-01 10:00:00
50,Bio-reactor Tanks,2024-01-01 11:00:00
50,Gravity Thickening,2024-01-01 12:00:00
50,Blend Tank,2024-01-01 13:00:00
50,Anaerobic Digester,2024-01-01 14:00:00
51,Coarse Screens,2024-01-01 08:00:00
51,Fine Screens,2024-01-01 09:00:00
51,Primary Clarifiers,2024-01-01 10:00:00
51,Bio-reactor Tanks,2024-01-01 11:00:00
51,Gravity Thickening,2024-01-01 12:00:00
51,Blend Tank,2024-01-01 13:00:00
51,Anaerobic Digester,2024-01-01 14:00:00
52,Coarse Screens,2024-01-01 08:00:00
52,Fine Screens,2024-01-01 09:00:00
52,Compacted Screenings,2024-01-01 10:00:00
52,Disposal to Landfill,2024-01-01 11:00:00
53,Coarse Screens,2024-01-01 08:00:00
53,Fine Screens,2024-01-01 09:00:00
53,Primary Clarifiers,2024-01-01 10:00:00
53,Sludge Grinder,2024-01-01 11:00:00
53,Blend Tank,2024-01-01 12:00:00
53,Anaerobic Digester,2024-01-01 13:00:00
53,Storage Tank,2024-01-01 14:00:00
53,Disposal to Landfill,2024-01-01 15:00:00
54,Coarse Screens,2024-01-01 08:00:00
54,Fine Screens,2024-01-01 09:00:00
54,Primary Clarifiers,2024-01-01 10:00:00
54,Sludge Grinder,2024-01-01 11:00:00
54,Blend Tank,2024-01-01 12:00:00
54,Anaerobic Digester,2024-01-01 13:00:00
54,Storage Tank,2024-01-01 14:00:00
54,Disposal to Landfill,2024-01-01 15:00:00
55,Coarse Screens,2024-01-01 08:00:00
55,Fine Screens,2024-01-01 09:00:00
55,Primary Clarifiers,2024-01-01 10:00:00
55,Bio-reactor Tanks,2024-01-01 11:00:00
55,Final Clarifier,2024-01-01 12:00:00
55,Chlorine Contact Basin,2024-01-01 13:00:00
55,Pond,2024-01-01 14:00:00
55,De-chlorination Pond,2024-01-01 15:00:00
55,Effluent Pumping Station,2024-01-01 16:00:00
56,Coarse Screens,2024-01-01 08:00:00
56,Fine Screens,2024-01-01 09:00:00
56,Primary Clarifiers,2024-01-01 10:00:00
56,Bio-reactor Tanks,2024-01-01 11:00:00
56,Final Clarifier,2024-01-01 12:00:00
56,Chlorine Contact Basin,2024-01-01 13:00:00
56,Pond,2024-01-01 14:00:00
56,De-chlorination Pond,2024-01-01 15:00:00
56,Effluent Pumping Station,2024-01-01 16:00:00
57,Coarse Screens,2024-01-01 08:00:00
57,Fine Screens,2024-01-01 09:00:00
57,Compacted Screenings,2024-01-01 10:00:00
57,Disposal to Landfill,2024-01-01 11:00:00
58,Coarse Screens,2024-01-01 08:00:00
58,Fine Screens,2024-01-01 09:00:00
58,Compacted Screenings,2024-01-01 10:00:00
58,Disposal to Landfill,2024-01-01 11:00:00
59,Coarse Screens,2024-01-01 08:00:00
59,Fine Screens,2024-01-01 09:00:00
59,Primary Clarifiers,2024-01-01 10:00:00
59,Bio-reactor Tanks,2024-01-01 11:00:00
59,Final Clarifier,2024-01-01 12:00:00
59,Chlorine Contact Basin,2024-01-01 13:00:00
59,Pond,2024-01-01 14:00:00
59,De-chlorination Pond,2024-01-01 15:00:00
59,Effluent Pumping Station,2024-01-01 16:00:00
60,Coarse Screens,2024-01-01 08:00:00
60,Fine Screens,2024-01-01 09:00:00
60,Compacted Screenings,2024-01-01 10:00:00
60,Disposal to Landfill,2024-01-01 11:00:00
61,Coarse Screens,2024-01-01 08:00:00
61,Fine Screens,2024-01-01 09:00:00
61,Compacted Screenings,2024-01-01 10:00:00
61,Disposal to Landfill,2024-01-01 11:00:00
62,Coarse Screens,2024-01-01 08:00:00
62,Fine Screens,2024-01-01 09:00:00
62,Primary Clarifiers,2024-01-01 10:00:00
62,Sludge Grinder,2024-01-01 11:00:00
62,Blend Tank,2024-01-01 12:00:00
62,Anaerobic Digester,2024-01-01 13:00:00
62,Storage Tank,2024-01-01 14:00:00
62,Disposal to Landfill,2024-01-01 15:00:00
63,Coarse Screens,2024-01-01 08:00:00
63,Fine Screens,2024-01-01 09:00:00
63,Compacted Screenings,2024-01-01 10:00:00
63,Disposal to Landfill,2024-01-01 11:00:00
64,Coarse Screens,2024-01-01 08:00:00
64,Fine Screens,2024-01-01 09:00:00
64,Primary Clarifiers,2024-01-01 10:00:00
64,Sludge Grinder,2024-01-01 11:00:00
64,Blend Tank,2024-01-01 12:00:00
64,Anaerobic Digester,2024-01-01 13:00:00
65,Coarse Screens,2024-01-01 08:00:00
65,Fine Screens,2024-01-01 09:00:00
65,Primary Clarifiers,2024-01-01 10:00:00
65,Bio-reactor Tanks,2024-01-01 11:00:00
65,Final Clarifier,2024-01-01 12:00:00
65,Chlorine Contact Basin,2024-01-01 13:00:00
65,Pond,2024-01-01 14:00:00
65,De-chlorination Pond,2024-01-01 15:00:00
65,Cascade Aerator,2024-01-01 16:00:00
66,Coarse Screens,2024-01-01 08:00:00
66,Fine Screens,2024-01-01 09:00:00
66,Compacted Screenings,2024-01-01 10:00:00
66,Disposal to Landfill,2024-01-01 11:00:00
67,Coarse Screens,2024-01-01 08:00:00
67,Fine Screens,2024-01-01 09:00:00
67,Primary Clarifiers,2024-01-01 10:00:00
67,Bio-reactor Tanks,2024-01-01 11:00:00
67,Gravity Thickening,2024-01-01 12:00:00
67,Blend Tank,2024-01-01 13:00:00
67,Anaerobic Digester,2024-01-01 14:00:00
67,Storage Tank,2024-01-01 15:00:00
67,Disposal to Landfill,2024-01-01 16:00:00
68,Coarse Screens,2024-01-01 08:00:00
68,Fine Screens,2024-01-01 09:00:00
68,Compacted Screenings,2024-01-01 10:00:00
68,Disposal to Landfill,2024-01-01 11:00:00
69,Coarse Screens,2024-01-01 08:00:00
69,Fine Screens,2024-01-01 09:00:00
69,Compacted Screenings,2024-01-01 10:00:00
69,Disposal to Landfill,2024-01-01 11:00:00
70,Coarse Screens,2024-01-01 08:00:00
70,Fine Screens,2024-01-01 09:00:00
70,Primary Clarifiers,2024-01-01 10:00:00
70,Sludge Grinder,2024-01-01 11:00:00
70,Blend Tank,2024-01-01 12:00:00
70,Anaerobic Digester,2024-01-01 13:00:00
71,Coarse Screens,2024-01-01 08:00:00
71,Fine Screens,2024-01-01 09:00:00
71,Compacted Screenings,2024-01-01 10:00:00
71,Disposal to Landfill,2024-01-01 11:00:00
72,Coarse Screens,2024-01-01 08:00:00
72,Fine Screens,2024-01-01 09:00:00
72,Primary Clarifiers,2024-01-01 10:00:00
72,Sludge Grinder,2024-01-01 11:00:00
72,Blend Tank,2024-01-01 12:00:00
72,Anaerobic Digester,2024-01-01 13:00:00
72,Storage Tank,2024-01-01 14:00:00
72,Disposal to Landfill,2024-01-01 15:00:00
73,Coarse Screens,2024-01-01 08:00:00
73,Fine Screens,2024-01-01 09:00:00
73,Compacted Screenings,2024-01-01 10:00:00
73,Disposal to Landfill,2024-01-01 11:00:00
74,Coarse Screens,2024-01-01 08:00:00
74,Fine Screens,2024-01-01 09:00:00
74,Primary Clarifiers,2024-01-01 10:00:00
74,Bio-reactor Tanks,2024-01-01 11:00:00
74,Wastewater Centrifuge De-watering Thickening,2024-01-01 12:00:00
74,Blend Tank,2024-01-01 13:00:00
74,Anaerobic Digester,2024-01-01 14:00:00
75,Coarse Screens,2024-01-01 08:00:00
75,Fine Screens,2024-01-01 09:00:00
75,Primary Clarifiers,2024-01-01 10:00:00
75,Sludge Grinder,2024-01-01 11:00:00
75,Blend Tank,2024-01-01 12:00:00
75,Anaerobic Digester,2024-01-01 13:00:00
75,Storage Tank,2024-01-01 14:00:00
75,Disposal to Landfill,2024-01-01 15:00:00
76,Coarse Screens,2024-01-01 08:00:00
76,Fine Screens,2024-01-01 09:00:00
76,Primary Clarifiers,2024-01-01 10:00:00
76,Sludge Grinder,2024-01-01 11:00:00
76,Blend Tank,2024-01-01 12:00:00
76,Anaerobic Digester,2024-01-01 13:00:00
77,Coarse Screens,2024-01-01 08:00:00
77,Fine Screens,2024-01-01 09:00:00
77,Primary Clarifiers,2024-01-01 10:00:00
77,Sludge Grinder,2024-01-01 11:00:00
77,Blend Tank,2024-01-01 12:00:00
77,Anaerobic Digester,2024-01-01 13:00:00
77,Storage Tank,2024-01-01 14:00:00
77,Disposal to Landfill,2024-01-01 15:00:00
78,Coarse Screens,2024-01-01 08:00:00
78,Fine Screens,2024-01-01 09:00:00
78,Primary Clarifiers,2024-01-01 10:00:00
78,Bio-reactor Tanks,2024-01-01 11:00:00
78,Wastewater Centrifuge De-watering Thickening,2024-01-01 12:00:00
78,Blend Tank,2024-01-01 13:00:00
78,Anaerobic Digester,2024-01-01 14:00:00
78,Storage Tank,2024-01-01 15:00:00
78,Disposal to Landfill,2024-01-01 16:00:00
79,Coarse Screens,2024-01-01 08:00:00
79,Fine Screens,2024-01-01 09:00:00
79,Primary Clarifiers,2024-01-01 10:00:00
79,Bio-reactor Tanks,2024-01-01 11:00:00
79,Wastewater Centrifuge De-watering Thickening,2024-01-01 12:00:00
79,Blend Tank,2024-01-01 13:00:00
79,Anaerobic Digester,2024-01-01 14:00:00
80,Coarse Screens,2024-01-01 08:00:00
80,Fine Screens,2024-01-01 09:00:00
80,Compacted Screenings,2024-01-01 10:00:00
80,Disposal to Landfill,2024-01-01 11:00:00
81,Coarse Screens,2024-01-01 08:00:00
81,Fine Screens,2024-01-01 09:00:00
81,Compacted Screenings,2024-01-01 10:00:00
81,Disposal to Landfill,2024-01-01 11:00:00
82,Coarse Screens,2024-01-01 08:00:00
82,Fine Screens,2024-01-01 09:00:00
82,Compacted Screenings,2024-01-01 10:00:00
82,Disposal to Landfill,2024-01-01 11:00:00
83,Coarse Screens,2024-01-01 08:00:00
83,Fine Screens,2024-01-01 09:00:00
83,Compacted Screenings,2024-01-01 10:00:00
83,Disposal to Landfill,2024-01-01 11:00:00
84,Coarse Screens,2024-01-01 08:00:00
84,Fine Screens,2024-01-01 09:00:00
84,Primary Clarifiers,2024-01-01 10:00:00
84,Sludge Grinder,2024-01-01 11:00:00
84,Blend Tank,2024-01-01 12:00:00
84,Anaerobic Digester,2024-01-01 13:00:00
85,Coarse Screens,2024-01-01 08:00:00
85,Fine Screens,2024-01-01 09:00:00
85,Compacted Screenings,2024-01-01 10:00:00
85,Disposal to Landfill,2024-01-01 11:00:00
86,Coarse Screens,2024-01-01 08:00:00
86,Fine Screens,2024-01-01 09:00:00
86,Compacted Screenings,2024-01-01 10:00:00
86,Disposal to Landfill,2024-01-01 11:00:00
87,Coarse Screens,2024-01-01 08:00:00
87,Fine Screens,2024-01-01 09:00:00
87,Compacted Screenings,2024-01-01 10:00:00
87,Disposal to Landfill,2024-01-01 11:00:00
88,Coarse Screens,2024-01-01 08:00:00
88,Fine Screens,2024-01-01 09:00:00
88,Compacted Screenings,2024-01-01 10:00:00
88,Disposal to Landfill,2024-01-01 11:00:00
89,Coarse Screens,2024-01-01 08:00:00
89,Fine Screens,2024-01-01 09:00:00
89,Compacted Screenings,2024-01-01 10:00:00
89,Disposal to Landfill,2024-01-01 11:00:00
90,Coarse Screens,2024-01-01 08:00:00
90,Fine Screens,2024-01-01 09:00:00
90,Compacted Screenings,2024-01-01 10:00:00
90,Disposal to Landfill,2024-01-01 11:00:00
91,Coarse Screens,2024-01-01 08:00:00
91,Fine Screens,2024-01-01 09:00:00
91,Primary Clarifiers,2024-01-01 10:00:00
91,Bio-reactor Tanks,2024-01-01 11:00:00
91,Dissolved-Air Flotation Thickening,2024-01-01 12:00:00
91,Blend Tank,2024-01-01 13:00:00
91,Anaerobic Digester,2024-01-01 14:00:00
92,Coarse Screens,2024-01-01 08:00:00
92,Fine Screens,2024-01-01 09:00:00
92,Primary Clarifiers,2024-01-01 10:00:00
92,Sludge Grinder,2024-01-01 11:00:00
92,Blend Tank,2024-01-01 12:00:00
92,Anaerobic Digester,2024-01-01 13:00:00
93,Coarse Screens,2024-01-01 08:00:00
93,Fine Screens,2024-01-01 09:00:00
93,Compacted Screenings,2024-01-01 10:00:00
93,Disposal to Landfill,2024-01-01 11:00:00
94,Coarse Screens,2024-01-01 08:00:00
94,Fine Screens,2024-01-01 09:00:00
94,Compacted Screenings,2024-01-01 10:00:00
94,Disposal to Landfill,2024-01-01 11:00:00
95,Coarse Screens,2024-01-01 08:00:00
95,Fine Screens,2024-01-01 09:00:00
95,Primary Clarifiers,2024-01-01 10:00:00
95,Bio-reactor Tanks,2024-01-01 11:00:00
95,Gravity Thickening,2024-01-01 12:00:00
95,Blend Tank,2024-01-01 13:00:00
95,Anaerobic Digester,2024-01-01 14:00:00
95,Storage Tank,2024-01-01 15:00:00
95,Disposal to Landfill,2024-01-01 16:00:00
96,Coarse Screens,2024-01-01 08:00:00
96,Fine Screens,2024-01-01 09:00:00
96,Compacted Screenings,2024-01-01 10:00:00
96,Disposal to Landfill,2024-01-01 11:00:00
97,Coarse Screens,2024-01-01 08:00:00
97,Fine Screens,2024-01-01 09:00:00
97,Compacted Screenings,2024-01-01 10:00:00
97,Disposal to Landfill,2024-01-01 11:00:00
98,Coarse Screens,2024-01-01 08:00:00
98,Fine Screens,2024-01-01 09:00:00
98,Compacted Screenings,2024-01-01 10:00:00
98,Disposal to Landfill,2024-01-01 11:00:00
99,Coarse Screens,2024-01-01 08:00:00
99,Fine Screens,2024-01-01 09:00:00
99,Compacted Screenings,2024-01-01 10:00:00
99,Disposal to Landfill,2024-01-01 11:00:00
100,Coarse Screens,2024-01-01 08:00:00
100,Fine Screens,2024-01-01 09:00:00
100,Compacted Screenings,2024-01-01 10:00:00
100,Disposal to Landfill,2024-01-01 11:00:00
101,Coarse Screens,2024-01-01 08:00:00
101,Fine Screens,2024-01-01 09:00:00
101,Compacted Screenings,2024-01-01 10:00:00
101,Disposal to Landfill,2024-01-01 11:00:00
102,Coarse Screens,2024-01-01 08:00:00
102,Fine Screens,2024-01-01 09:00:00
102,Compacted Screenings,2024-01-01 10:00:00
102,Disposal to Landfill,2024-01-01 11:00:00
103,Coarse Screens,2024-01-01 08:00:00
103,Fine Screens,2024-01-01 09:00:00
103,Primary Clarifiers,2024-01-01 10:00:00
103,Sludge Grinder,2024-01-01 11:00:00
103,Blend Tank,2024-01-01 12:00:00
103,Anaerobic Digester,2024-01-01 13:00:00
103,Storage Tank,2024-01-01 14:00:00
103,Disposal to Landfill,2024-01-01 15:00:00
104,Coarse Screens,2024-01-01 08:00:00
104,Fine Screens,2024-01-01 09:00:00
104,Primary Clarifiers,2024-01-01 10:00:00
104,Bio-reactor Tanks,2024-01-01 11:00:00
104,Final Clarifier,2024-01-01 12:00:00
104,Chlorine Contact Basin,2024-01-01 13:00:00
104,Pond,2024-01-01 14:00:00
104,De-chlorination Pond,2024-01-01 15:00:00
104,Cascade Aerator,2024-01-01 16:00:00
105,Coarse Screens,2024-01-01 08:00:00
105,Fine Screens,2024-01-01 09:00:00
105,Primary Clarifiers,2024-01-01 10:00:00
105,Sludge Grinder,2024-01-01 11:00:00
105,Blend Tank,2024-01-01 12:00:00
